수집시간,정산회차,타이밍,시간대,롱숏_롱,롱숏_숏,청산금액,청산_롱,청산_숏,청산비율,펀딩_바이낸스,펀딩_OKX,펀딩_바이비트,미결제_비중,미결제_BTC,미결제_USD,BTC_현재가,업비트_KRW,달러환율,김치프리미엄,테이커_매수비율,매수벽_1가격,매수벽_1BTC,매도벽_1가격,매도벽_1BTC
2026-05-15 09:30,2차(09:00),정산_30분후,1시간,50.09%,49.91%,11.16M,9.77M,1.39M,87.58% 롱포지션,-0.004%,+0.004%,+0.001%,19.11%,11.77B,144.66K,"$81,452.09","120,400,000",1491.94,-0.866%,,,,,
2026-05-15 10:00,2차(09:00),정산_1시간후,1시간,49.4%,50.6%,8.38M,5.41M,2.97M,64.57% 롱포지션,-0.004%,+0.004%,-0.001%,19.12%,11.79B,144.58K,"$81,543.88","120,817,000",1491.94,-0.681%,,,,,
2026-05-15 12:00,-,일반,1시간,49.69%,50.31%,18.35M,14.97M,3.39M,81.54% 롱포지션,-0.001%,+0.001%,-0.004%,19.13%,11.71B,144.01K,"$81,292.16","120,334,000",1491.94,-0.792%,,,,,
2026-05-15 14:00,-,일반,1시간,50.35%,49.65%,3.46M,2.95M,512.10K,85.19% 롱포지션,-0.001%,0.000%,-0.004%,19.13%,11.60B,143.69K,"$80,711.79","119,535,000",1491.94,-0.668%,,,,,
2026-05-15 16:00,3차(17:00),정산_1시간전,1시간,50.11%,49.89%,4.78M,2.29M,2.49M,52.14% 숏포지션,-0.002%,0.000%,-0.004%,18.97%,11.40B,141.60K,"$80,595.81","119,560,000",1491.94,-0.554%,,,,,
2026-05-15 16:30,3차(17:00),정산_30분전,1시간,51.14%,48.86%,6.62M,614.11K,6.01M,90.72% 숏포지션,-0.002%,+0.001%,-0.003%,18.94%,11.45B,141.53K,"$80,910.01","119,763,000",1491.94,-0.726%,,,,,
2026-05-15 17:00,3차(17:00),정산_기준,1시간,49.45%,50.55%,5.38M,457.53K,4.92M,91.5% 숏포지션,-0.002%,+0.002%,-0.002%,18.93%,11.42B,141.35K,"$80,819.39","119,716,000",1491.94,-0.570%,,,,,
2026-05-15 17:00,3차(17:00),정산_기준,4시간,50.08%,49.92%,89.08M,77.44M,11.64M,86.93% 롱포지션,-0.002%,+0.002%,-0.002%,18.93%,11.42B,141.35K,"$80,819.39","119,716,000",1491.94,-0.570%,,,,,
2026-05-15 17:00,3차(17:00),정산_기준,12시간,50.1%,49.9%,149.25M,123.90M,25.35M,83.02% 롱포지션,-0.002%,+0.002%,-0.002%,18.93%,11.42B,141.35K,"$80,819.39","119,716,000",1491.94,-0.570%,,,,,
2026-05-15 17:00,3차(17:00),정산_기준,24시간,50.33%,49.67%,323.04M,168.98M,154.06M,52.31% 롱포지션,-0.002%,+0.002%,-0.002%,18.93%,11.42B,141.35K,"$80,819.39","119,716,000",1491.94,-0.570%,,,,,
2026-05-15 17:30,3차(17:00),정산_30분후,1시간,47.52%,52.48%,6.48M,2.90M,3.58M,55.28% 숏포지션,-0.002%,+0.003%,+0.006%,18.94%,11.39B,141.36K,"$80,436.89","119,388,000",1491.94,-0.496%,,,,,
2026-05-15 18:00,3차(17:00),정산_1시간후,1시간,48.77%,51.23%,8.45M,4.57M,3.88M,54.1% 롱포지션,-0.002%,+0.004%,+0.003%,18.92%,11.39B,141.35K,"$80,644.59","119,549,000",1491.94,-0.575%,,,,,
2026-05-15 20:00,-,일반,1시간,50.68%,49.32%,3.75M,2.56M,1.19M,68.35% 롱포지션,-0.003%,+0.007%,,18.89%,11.37B,140.91K,"$80,678.18","119,541,000",1491.94,-0.626%,,,,,
2026-05-15 22:00,-,일반,1시간,49.13%,50.87%,6.92M,6.33M,591.78K,91.45% 롱포지션,-0.004%,+0.006%,-0.002%,18.72%,11.21B,139.46K,"$80,338.26","119,266,000",1491.94,-0.419%,,,,,
2026-05-16 00:00,1차(01:00),정산_1시간전,1시간,52.32%,47.68%,25.30M,23.15M,2.15M,91.49% 롱포지션,0.000%,+0.003%,-0.003%,18.20%,10.76B,135.95K,"$79,157.23","117,835,000",1491.94,-0.195%,,,,,
2026-05-16 00:30,1차(01:00),정산_30분전,1시간,50.65%,49.35%,4.96M,3.72M,1.24M,74.99% 롱포지션,0.000%,+0.002%,-0.003%,18.23%,10.76B,136.05K,"$79,163.02","117,987,000",1491.94,-0.064%,,,,,
2026-05-16 01:00,1차(01:00),정산_기준,1시간,49.5%,50.5%,5.37M,4.35M,1.02M,81.02% 롱포지션,+0.001%,+0.001%,-0.002%,18.21%,10.76B,135.90K,"$79,158.23","117,850,000",1491.94,-0.173%,,,,,
2026-05-16 01:00,1차(01:00),정산_기준,4시간,50.21%,49.79%,239.01M,232.64M,6.38M,97.33% 롱포지션,+0.001%,+0.001%,-0.002%,18.21%,10.76B,135.90K,"$79,158.23","117,850,000",1491.94,-0.173%,,,,,
2026-05-16 01:00,1차(01:00),정산_기준,12시간,50.17%,49.83%,351.05M,326.45M,24.60M,92.99% 롱포지션,+0.001%,+0.001%,-0.002%,18.21%,10.76B,135.90K,"$79,158.23","117,850,000",1491.94,-0.173%,,,,,
2026-05-16 01:00,1차(01:00),정산_기준,24시간,50.23%,49.77%,487.60M,389.95M,97.65M,79.97% 롱포지션,+0.001%,+0.001%,-0.002%,18.21%,10.76B,135.90K,"$79,158.23","117,850,000",1491.94,-0.173%,,,,,
2026-05-16 01:30,1차(01:00),정산_30분후,1시간,49.06%,50.94%,4.86M,3.97M,887.70K,81.74% 롱포지션,+0.002%,+0.001%,+0.002%,18.22%,10.76B,135.80K,"$79,363.31","118,073,000",1491.94,-0.209%,,,,,
2026-05-16 02:00,1차(01:00),정산_1시간후,1시간,48.07%,51.93%,2.94M,1.53M,1.41M,52.01% 롱포지션,+0.003%,0.000%,+0.001%,18.23%,10.76B,135.75K,"$79,282.71","117,948,000",1491.94,-0.222%,,,,,
2026-05-16 04:00,-,일반,1시간,50.05%,49.95%,2.14M,838.86K,1.30M,60.76% 숏포지션,+0.006%,-0.002%,-0.002%,18.31%,10.74B,135.54K,"$79,273.2","117,962,000",1491.94,-0.223%,,,,,
2026-05-16 06:00,-,일반,1시간,49.61%,50.39%,3.41M,2.85M,559.55K,83.6% 롱포지션,+0.006%,+0.001%,-0.004%,18.28%,10.71B,135.47K,"$79,117.47","117,823,000",1491.94,-0.155%,,,,,
2026-05-16 08:00,2차(09:00),정산_1시간전,1시간,50.2%,49.8%,683.94K,423.84K,260.10K,61.97% 롱포지션,+0.004%,+0.003%,-0.005%,18.27%,10.70B,135.38K,"$79,097.04","117,870,000",1491.94,-0.070%,,,,,
2026-05-16 08:30,2차(09:00),정산_30분전,1시간,49.18%,50.82%,942.78K,670.23K,272.56K,71.09% 롱포지션,+0.004%,+0.005%,-0.005%,18.26%,10.70B,135.34K,"$79,107.65","117,867,000",1491.94,-0.093%,,,,,
2026-05-16 09:00,2차(09:00),정산_기준,1시간,49.75%,50.25%,1.09M,864.33K,226.44K,79.24% 롱포지션,+0.004%,+0.006%,-0.004%,18.26%,10.70B,135.27K,"$79,079.58","117,676,000",1491.94,-0.232%,,,,,
2026-05-16 09:00,2차(09:00),정산_기준,4시간,49.94%,50.06%,9.41M,7.04M,2.38M,74.74% 롱포지션,+0.004%,+0.006%,-0.004%,18.26%,10.70B,135.27K,"$79,079.58","117,676,000",1491.94,-0.232%,,,,,
2026-05-16 09:00,2차(09:00),정산_기준,12시간,49.94%,50.06%,259.27M,244.70M,14.57M,94.38% 롱포지션,+0.004%,+0.006%,-0.004%,18.26%,10.70B,135.27K,"$79,079.58","117,676,000",1491.94,-0.232%,,,,,
2026-05-16 09:00,2차(09:00),정산_기준,24시간,49.97%,50.03%,412.23M,369.04M,43.19M,89.52% 롱포지션,+0.004%,+0.006%,-0.004%,18.26%,10.70B,135.27K,"$79,079.58","117,676,000",1491.94,-0.232%,,,,,
2026-05-16 09:30,2차(09:00),정산_30분후,1시간,51.42%,48.58%,1.52M,973.76K,543.35K,64.19% 롱포지션,+0.004%,+0.007%,-0.001%,18.27%,10.70B,135.22K,"$79,168.91","117,945,000",1498.08,-0.526%,,,,,
2026-05-16 10:00,2차(09:00),정산_1시간후,1시간,50.92%,49.08%,1.95M,988.29K,958.02K,50.78% 롱포지션,+0.004%,+0.008%,-0.002%,18.25%,10.68B,135.05K,"$79,105.18","117,913,000",1498.08,-0.454%,,,,,
2026-05-16 12:00,-,일반,1시간,50.37%,49.63%,1.32M,931.41K,390.34K,70.47% 롱포지션,+0.004%,+0.010%,-0.002%,18.30%,10.70B,135.28K,"$79,143.42","117,849,000",1498.08,-0.572%,,,,,
2026-05-16 14:00,-,일반,1시간,50.11%,49.89%,25.46M,25.18M,281.15K,98.9% 롱포지션,+0.003%,+0.010%,-0.003%,18.35%,10.70B,135.46K,"$79,029.78","117,671,000",1498.08,-0.560%,,,,,
2026-05-16 16:00,3차(17:00),정산_1시간전,1시간,49.71%,50.29%,40.89M,40.45M,446.46K,98.91% 롱포지션,+0.001%,+0.010%,-0.003%,18.46%,10.61B,134.98K,"$78,609.69","117,147,000",1498.08,-0.473%,,,,,
2026-05-16 16:30,3차(17:00),정산_30분전,1시간,50.01%,49.99%,249.98M,246.92M,3.05M,98.78% 롱포지션,0.000%,+0.010%,-0.001%,18.43%,10.57B,134.74K,"$78,403.91","117,026,000",1498.08,-0.297%,,,,,
2026-05-16 17:00,3차(17:00),정산_기준,1시간,48.49%,51.51%,222.57M,219.09M,3.48M,98.44% 롱포지션,0.000%,+0.009%,-0.002%,18.42%,10.54B,134.54K,"$78,397.18","116,886,000",1498.08,-0.445%,,,,,
2026-05-16 17:00,3차(17:00),정산_기준,4시간,49.49%,50.51%,291.17M,286.57M,4.60M,98.42% 롱포지션,0.000%,+0.009%,-0.002%,18.42%,10.54B,134.54K,"$78,397.18","116,886,000",1498.08,-0.445%,,,,,
2026-05-16 17:00,3차(17:00),정산_기준,12시간,49.88%,50.12%,308.35M,299.38M,8.97M,97.09% 롱포지션,0.000%,+0.009%,-0.002%,18.42%,10.54B,134.54K,"$78,397.18","116,886,000",1498.08,-0.445%,,,,,
2026-05-16 17:00,3차(17:00),정산_기준,24시간,49.97%,50.03%,581.16M,553.42M,27.74M,95.23% 롱포지션,0.000%,+0.009%,-0.002%,18.42%,10.54B,134.54K,"$78,397.18","116,886,000",1498.08,-0.445%,,,,,
2026-05-16 17:30,3차(17:00),정산_30분후,1시간,49.69%,50.31%,2.65M,1.76M,891.69K,66.4% 롱포지션,0.000%,+0.007%,-0.006%,18.42%,10.56B,134.73K,"$78,418.23","116,776,000",1498.08,-0.582%,,,,,
2026-05-16 18:00,3차(17:00),정산_1시간후,1시간,49.88%,50.12%,2.79M,1.08M,1.71M,61.17% 숏포지션,0.000%,+0.006%,-0.005%,18.41%,10.56B,134.73K,"$78,426.7","116,757,000",1498.08,-0.590%,,,,,
2026-05-16 20:00,-,일반,1시간,50.14%,49.86%,50.02M,49.02M,1.00M,98% 롱포지션,+0.002%,+0.006%,-0.001%,18.28%,10.50B,134.73K,"$78,072.58","116,462,000",1498.08,-0.349%,,,,,
2026-05-16 22:00,-,일반,1시간,50.9%,49.1%,1.39M,584.65K,802.08K,57.84% 숏포지션,+0.004%,+0.009%,+0.002%,18.26%,10.53B,134.95K,"$78,007.07","116,387,000",1498.08,-0.354%,,,,,
2026-05-17 00:00,1차(01:00),정산_1시간전,1시간,49.44%,50.56%,3.81M,455.38K,3.36M,88.06% 숏포지션,+0.006%,+0.010%,+0.003%,18.39%,10.58B,135.44K,"$78,153.01","116,395,000",1498.08,-0.578%,,,,,
2026-05-17 00:30,1차(01:00),정산_30분전,1시간,50.35%,49.65%,3.97M,679.28K,3.29M,82.88% 숏포지션,+0.006%,+0.010%,+0.003%,18.39%,10.58B,135.40K,"$78,166.41","116,532,000",1498.08,-0.455%,,,,,
2026-05-17 01:00,1차(01:00),정산_기준,1시간,50.12%,49.88%,1.06M,522.80K,537.98K,50.72% 숏포지션,+0.005%,+0.010%,+0.002%,18.41%,10.60B,135.53K,"$78,214.24","116,688,000",1498.08,-0.378%,,,,,
2026-05-17 01:00,1차(01:00),정산_기준,4시간,50.07%,49.93%,7.97M,2.78M,5.19M,65.07% 숏포지션,+0.005%,+0.010%,+0.002%,18.41%,10.60B,135.53K,"$78,214.24","116,688,000",1498.08,-0.378%,,,,,
2026-05-17 01:00,1차(01:00),정산_기준,12시간,49.93%,50.07%,436.41M,419.51M,16.91M,96.13% 롱포지션,+0.005%,+0.010%,+0.002%,18.41%,10.60B,135.53K,"$78,214.24","116,688,000",1498.08,-0.378%,,,,,
2026-05-17 01:00,1차(01:00),정산_기준,24시간,49.92%,50.08%,464.28M,437.22M,27.06M,94.17% 롱포지션,+0.005%,+0.010%,+0.002%,18.41%,10.60B,135.53K,"$78,214.24","116,688,000",1498.08,-0.378%,,,,,
2026-05-17 01:30,1차(01:00),정산_30분후,1시간,49.27%,50.73%,2.53M,674.54K,1.85M,73.31% 숏포지션,+0.004%,+0.010%,+0.001%,18.35%,10.61B,135.56K,"$78,284.74","116,771,000",1498.08,-0.381%,,,,,
2026-05-17 02:00,1차(01:00),정산_1시간후,1시간,50.06%,49.94%,3.83M,1.93M,1.90M,50.37% 롱포지션,+0.004%,+0.010%,+0.001%,18.32%,10.59B,135.48K,"$78,225.14","116,626,000",1498.08,-0.448%,,,,,
2026-05-17 04:00,-,일반,1시간,50.29%,49.71%,1.20M,379.97K,816.74K,68.25% 숏포지션,+0.003%,+0.006%,+0.006%,18.36%,10.59B,135.40K,"$78,237.13","116,635,000",1498.08,-0.448%,,,,,
2026-05-17 06:00,-,일반,1시간,50.67%,49.33%,384.21K,231.97K,152.24K,60.38% 롱포지션,+0.002%,+0.003%,+0.004%,18.37%,10.59B,135.41K,"$78,255.82","116,708,000",1498.08,-0.408%,,,,,
2026-05-17 08:00,2차(09:00),정산_1시간전,1시간,50.92%,49.08%,580.70K,369.07K,211.63K,63.56% 롱포지션,+0.004%,+0.004%,+0.004%,18.41%,10.59B,135.43K,"$78,180.64","116,702,000",1498.08,-0.330%,,,,,
2026-05-17 08:30,2차(09:00),정산_30분전,1시간,51.43%,48.57%,500.82K,290.88K,209.94K,58.08% 롱포지션,+0.004%,+0.004%,+0.004%,18.40%,10.58B,135.33K,"$78,227.56","116,792,000",1498.08,-0.303%,,,,,
2026-05-17 09:00,2차(09:00),정산_기준,1시간,50.75%,49.25%,529.37K,272.12K,257.25K,51.4% 롱포지션,+0.004%,+0.004%,+0.004%,18.41%,10.57B,135.31K,"$78,177.14","116,727,000",1498.08,-0.328%,,,,,
2026-05-17 09:00,2차(09:00),정산_기준,4시간,50.65%,49.35%,1.96M,1.08M,882.53K,54.97% 롱포지션,+0.004%,+0.004%,+0.004%,18.41%,10.57B,135.31K,"$78,177.14","116,727,000",1498.08,-0.328%,,,,,
2026-05-17 09:00,2차(09:00),정산_기준,12시간,50.29%,49.71%,17.50M,6.92M,10.57M,60.42% 숏포지션,+0.004%,+0.004%,+0.004%,18.41%,10.57B,135.31K,"$78,177.14","116,727,000",1498.08,-0.328%,,,,,
2026-05-17 09:00,2차(09:00),정산_기준,24시간,50.14%,49.86%,453.47M,429.20M,24.27M,94.65% 롱포지션,+0.004%,+0.004%,+0.004%,18.41%,10.57B,135.31K,"$78,177.14","116,727,000",1498.08,-0.328%,,,,,
2026-05-17 09:30,2차(09:00),정산_30분후,1시간,50.04%,49.96%,760.72K,352.54K,408.19K,53.66% 숏포지션,+0.004%,+0.004%,+0.003%,18.43%,10.58B,135.49K,"$78,180.54","116,730,000",1497.84,-0.285%,,,,,
2026-05-17 10:00,2차(09:00),정산_1시간후,1시간,49.36%,50.64%,1.95M,1.54M,408.86K,78.99% 롱포지션,+0.005%,+0.003%,0.000%,18.55%,10.57B,135.83K,"$78,008.32","116,251,000",1497.84,-0.246%,,,,,
2026-05-17 12:00,-,일반,1시간,50.8%,49.2%,1.38M,924.93K,451.62K,67.19% 롱포지션,+0.005%,+0.002%,+0.001%,18.49%,10.59B,136.05K,"$77,907.17","116,191,000",1497.84,-0.420%,,,,,
2026-05-17 14:00,-,일반,1시간,50.37%,49.63%,3.57M,447.41K,3.12M,87.46% 숏포지션,+0.004%,+0.003%,-0.001%,18.43%,10.61B,135.84K,"$78,153.52","116,558,000",1497.84,-0.387%,,,,,
2026-05-17 16:00,3차(17:00),정산_1시간전,1시간,49.34%,50.66%,1.09M,656.60K,434.37K,60.19% 롱포지션,+0.002%,+0.003%,+0.001%,18.46%,10.62B,136.02K,"$78,114.21","116,499,000",1497.84,-0.363%,,,,,
2026-05-17 16:30,3차(17:00),정산_30분전,1시간,49.67%,50.33%,743.21K,303.27K,439.93K,59.19% 숏포지션,+0.002%,+0.003%,+0.001%,18.49%,10.62B,136.00K,"$78,135.58","116,425,000",1497.84,-0.504%,,,,,
2026-05-17 17:00,3차(17:00),정산_기준,1시간,49.78%,50.22%,865.88K,193.24K,672.64K,77.68% 숏포지션,+0.001%,+0.003%,+0.001%,18.47%,10.62B,135.98K,"$78,178.31","116,551,000",1497.84,-0.370%,,,,,
2026-05-17 17:00,3차(17:00),정산_기준,4시간,50.06%,49.94%,10.74M,2.43M,8.31M,77.35% 숏포지션,+0.001%,+0.003%,+0.001%,18.47%,10.62B,135.98K,"$78,178.31","116,551,000",1497.84,-0.370%,,,,,
2026-05-17 17:00,3차(17:00),정산_기준,12시간,50.48%,49.52%,34.23M,22.19M,12.04M,64.82% 롱포지션,+0.001%,+0.003%,+0.001%,18.47%,10.62B,135.98K,"$78,178.31","116,551,000",1497.84,-0.370%,,,,,
2026-05-17 17:00,3차(17:00),정산_기준,24시간,50.31%,49.69%,187.04M,158.20M,28.84M,84.58% 롱포지션,+0.001%,+0.003%,+0.001%,18.47%,10.62B,135.98K,"$78,178.31","116,551,000",1497.84,-0.370%,,,,,
2026-05-17 17:30,3차(17:00),정산_30분후,1시간,48.9%,51.1%,873.10K,267.90K,605.20K,69.32% 숏포지션,+0.001%,+0.003%,0.000%,18.48%,10.62B,136.07K,"$78,065.85","116,517,000",1497.84,-0.313%,,,,,
2026-05-17 18:00,3차(17:00),정산_1시간후,1시간,49.31%,50.69%,695.24K,359.94K,335.31K,51.77% 롱포지션,0.000%,+0.004%,+0.001%,18.48%,10.62B,136.05K,"$78,090.36","116,494,000",1497.84,-0.359%,,,,,
2026-05-17 20:00,-,일반,1시간,50.29%,49.71%,9.81M,530.73K,9.28M,94.59% 숏포지션,0.000%,+0.004%,-0.001%,18.49%,10.64B,135.72K,"$78,466.39","116,971,000",1497.84,-0.315%,,,,,
2026-05-17 22:00,-,일반,1시간,49.29%,50.71%,1.86M,380.77K,1.47M,79.48% 숏포지션,-0.001%,+0.001%,+0.001%,18.45%,10.63B,135.68K,"$78,328.25","117,000,000",1497.84,-0.230%,,,,,
2026-05-18 00:00,1차(01:00),정산_1시간전,1시간,49.73%,50.27%,12.12M,10.07M,2.04M,83.12% 롱포지션,0.000%,-0.003%,+0.001%,18.44%,10.59B,135.65K,"$78,008.41","116,213,000",1497.84,-0.508%,,,,,
2026-05-18 00:30,1차(01:00),정산_30분전,1시간,49.36%,50.64%,3.22M,958.72K,2.26M,70.21% 숏포지션,0.000%,-0.003%,0.000%,18.44%,10.59B,135.80K,"$77,989.03","116,355,000",1497.84,-0.391%,,,,,
2026-05-18 01:00,1차(01:00),정산_기준,1시간,50.37%,49.63%,3.00M,1.02M,1.98M,65.89% 숏포지션,0.000%,-0.004%,0.000%,18.44%,10.62B,136.08K,"$78,102.6","116,315,000",1497.84,-0.497%,,,,,
2026-05-18 01:00,1차(01:00),정산_기준,4시간,49.82%,50.18%,19.34M,13.29M,6.05M,68.7% 롱포지션,0.000%,-0.004%,0.000%,18.44%,10.62B,136.08K,"$78,102.6","116,315,000",1497.84,-0.497%,,,,,
2026-05-18 01:00,1차(01:00),정산_기준,12시간,49.81%,50.19%,43.64M,17.70M,25.94M,59.44% 숏포지션,0.000%,-0.004%,0.000%,18.44%,10.62B,136.08K,"$78,102.6","116,315,000",1497.84,-0.497%,,,,,
2026-05-18 01:00,1차(01:00),정산_기준,24시간,50.15%,49.85%,74.71M,40.54M,34.17M,54.26% 롱포지션,0.000%,-0.004%,0.000%,18.44%,10.62B,136.08K,"$78,102.6","116,315,000",1497.84,-0.497%,,,,,
2026-05-18 01:30,1차(01:00),정산_30분후,1시간,50.28%,49.72%,1.78M,789.31K,991.33K,55.67% 숏포지션,0.000%,-0.003%,+0.002%,18.46%,10.64B,136.22K,"$78,137.23","116,382,000",1497.84,-0.515%,,,,,
2026-05-18 02:00,1차(01:00),정산_1시간후,1시간,50.38%,49.62%,1.96M,1.08M,877.41K,55.16% 롱포지션,0.000%,-0.003%,-0.002%,18.47%,10.63B,136.24K,"$78,045.47","116,329,000",1497.84,-0.380%,,,,,
2026-05-18 04:00,-,일반,1시간,48.78%,51.22%,3.44M,1.07M,2.36M,68.74% 숏포지션,-0.002%,-0.004%,+0.001%,18.48%,10.66B,136.28K,"$78,270.27","116,416,000",1497.84,-0.611%,,,,,
2026-05-18 06:00,-,일반,1시간,50.76%,49.24%,2.16M,467.49K,1.69M,78.35% 숏포지션,-0.004%,-0.002%,-0.001%,18.48%,10.65B,136.11K,"$78,270.36","116,603,000",1497.84,-0.493%,,,,,
2026-05-18 08:00,2차(09:00),정산_1시간전,1시간,50.41%,49.59%,11.28M,8.38M,2.90M,74.32% 롱포지션,-0.003%,-0.002%,-0.001%,18.55%,10.63B,136.49K,"$77,976.2","116,027,000",1497.84,-0.625%,,,,,
2026-05-18 08:30,2차(09:00),정산_30분전,1시간,49.72%,50.28%,21.84M,21.12M,726.50K,96.67% 롱포지션,-0.002%,-0.001%,-0.002%,18.60%,10.66B,136.87K,"$77,786.2","115,734,000",1497.84,-0.621%,,,,,
2026-05-18 09:00,2차(09:00),정산_기준,1시간,49.17%,50.83%,526.57M,510.13M,16.44M,96.88% 롱포지션,-0.001%,-0.001%,-0.001%,18.69%,10.41B,134.46K,"$77,440.41","115,411,000",1497.84,-0.339%,,,,,
2026-05-18 09:00,2차(09:00),정산_기준,4시간,49.96%,50.04%,545.91M,520.11M,25.80M,95.27% 롱포지션,-0.001%,-0.001%,-0.001%,18.69%,10.41B,134.46K,"$77,440.41","115,411,000",1497.84,-0.339%,,,,,
2026-05-18 09:00,2차(09:00),정산_기준,12시간,49.76%,50.24%,583.44M,540.85M,42.59M,92.7% 롱포지션,-0.001%,-0.001%,-0.001%,18.69%,10.41B,134.46K,"$77,440.41","115,411,000",1497.84,-0.339%,,,,,
2026-05-18 09:00,2차(09:00),정산_기준,24시간,49.93%,50.07%,629.28M,563.97M,65.31M,89.62% 롱포지션,-0.001%,-0.001%,-0.001%,18.69%,10.41B,134.46K,"$77,440.41","115,411,000",1497.84,-0.339%,,,,,
2026-05-18 09:30,2차(09:00),정산_30분후,1시간,49.63%,50.37%,519.33M,500.65M,18.67M,96.4% 롱포지션,-0.001%,-0.001%,-0.004%,18.57%,10.37B,134.36K,"$77,088.38","114,650,000",1497.53,-0.782%,,,,,
2026-05-18 10:00,2차(09:00),정산_1시간후,1시간,50.45%,49.55%,31.41M,27.01M,4.40M,85.99% 롱포지션,0.000%,-0.001%,0.000%,18.55%,10.37B,134.61K,"$77,204.12","114,677,000",1497.53,-0.728%,,,,,
2026-05-18 12:00,-,일반,1시간,49.7%,50.3%,5.30M,4.00M,1.30M,75.51% 롱포지션,+0.002%,+0.002%,+0.005%,18.54%,10.39B,135.32K,"$76,904.29","114,502,000",1497.53,-0.552%,,,,,
2026-05-18 14:00,-,일반,1시간,49.85%,50.15%,2.44M,1.05M,1.40M,57.1% 숏포지션,+0.005%,+0.007%,+0.007%,18.48%,10.44B,135.72K,"$77,037.64","114,550,000",1497.53,-0.623%,,,,,
2026-05-18 16:00,3차(17:00),정산_1시간전,1시간,49.66%,50.34%,14.94M,13.94M,996.88K,93.33% 롱포지션,+0.006%,+0.008%,+0.006%,18.45%,10.49B,136.43K,"$76,944.98","114,362,000",1497.53,-0.742%,,,,,
2026-05-18 16:30,3차(17:00),정산_30분전,1시간,50.16%,49.84%,2.29M,1.65M,646.55K,71.81% 롱포지션,+0.006%,+0.007%,+0.007%,18.43%,10.50B,136.58K,"$77,033","114,424,000",1497.53,-0.776%,,,,,
2026-05-18 17:00,3차(17:00),정산_기준,1시간,50.67%,49.33%,2.88M,1.94M,938.24K,67.4% 롱포지션,+0.006%,+0.007%,+0.006%,18.36%,10.51B,136.42K,"$77,094.04","114,506,000",1497.53,-0.787%,,,,,
2026-05-18 17:00,3차(17:00),정산_기준,4시간,49.96%,50.04%,25.36M,20.40M,4.96M,80.44% 롱포지션,+0.006%,+0.007%,+0.006%,18.36%,10.51B,136.42K,"$77,094.04","114,506,000",1497.53,-0.787%,,,,,
2026-05-18 17:00,3차(17:00),정산_기준,12시간,49.94%,50.06%,625.48M,583.68M,41.80M,93.32% 롱포지션,+0.006%,+0.007%,+0.006%,18.36%,10.51B,136.42K,"$77,094.04","114,506,000",1497.53,-0.787%,,,,,
2026-05-18 17:00,3차(17:00),정산_기준,24시간,49.7%,50.3%,676.65M,606.41M,70.23M,89.62% 롱포지션,+0.006%,+0.007%,+0.006%,18.36%,10.51B,136.42K,"$77,094.04","114,506,000",1497.53,-0.787%,,,,,
2026-05-18 17:30,3차(17:00),정산_30분후,1시간,50.29%,49.71%,2.14M,1.11M,1.04M,51.63% 롱포지션,+0.005%,+0.006%,+0.010%,18.35%,10.49B,136.32K,"$76,937.1","114,385,000",1497.53,-0.704%,,,,,
2026-05-18 18:00,3차(17:00),정산_1시간후,1시간,50.36%,49.64%,1.70M,783.56K,915.20K,53.87% 숏포지션,+0.006%,+0.006%,+0.010%,18.35%,10.51B,136.53K,"$77,042.51","114,450,000",1497.53,-0.731%,,,,,
2026-05-18 20:00,-,일반,1시간,49.33%,50.67%,4.71M,4.31M,395.53K,91.6% 롱포지션,+0.006%,+0.006%,+0.008%,18.35%,10.51B,136.99K,"$76,727.08","113,857,000",1497.53,-0.866%,,,,,
2026-05-18 22:00,-,일반,1시간,51.01%,48.99%,17.29M,5.30M,11.99M,69.36% 숏포지션,+0.005%,+0.005%,+0.007%,18.49%,10.63B,137.06K,"$77,572.29","115,329,000",1497.53,-0.665%,,,,,
2026-05-19 00:30,1차(01:00),정산_30분전,1시간,51.09%,48.91%,65.80M,62.12M,3.67M,94.42% 롱포지션,+0.005%,+0.008%,+0.005%,18.51%,10.63B,139.58K,"$76,086.32","113,311,000",1497.53,-0.472%,,,,,
2026-05-19 01:00,1차(01:00),정산_기준,1시간,50.33%,49.67%,45.29M,41.87M,3.42M,92.46% 롱포지션,+0.007%,+0.009%,+0.005%,18.58%,10.78B,141.04K,"$76,336.88","113,678,000",1497.53,-0.495%,,,,,
2026-05-19 01:00,1차(01:00),정산_기준,4시간,50.73%,49.27%,138.46M,115.45M,23.01M,83.38% 롱포지션,+0.007%,+0.009%,+0.005%,18.58%,10.78B,141.04K,"$76,336.88","113,678,000",1497.53,-0.495%,,,,,
2026-05-19 01:00,1차(01:00),정산_기준,12시간,50.22%,49.78%,190.27M,146.19M,44.07M,76.84% 롱포지션,+0.007%,+0.009%,+0.005%,18.58%,10.78B,141.04K,"$76,336.88","113,678,000",1497.53,-0.495%,,,,,
2026-05-19 01:00,1차(01:00),정산_기준,24시간,49.98%,50.02%,808.61M,716.96M,91.65M,88.67% 롱포지션,+0.007%,+0.009%,+0.005%,18.58%,10.78B,141.04K,"$76,336.88","113,678,000",1497.53,-0.495%,,,,,
